본부코드,팀코드,담당자코드,광고주명,매체,계정,마스터 계정(mskimkim) 권한 요청,요청 불가 사유
928,1184,1274,넘버원게스트하우스,NAVER,lhs15,,
926,1207,201037,보스커피,NAVER,lianbeankn,,
928,1184,1548,럭키특수금속,NAVER,liebedoor,,
928,1202,26,대출나라,NAVER,lim51366,,
928,1202,26,정크레비즈,NAVER,lim513666,,
928,1202,26,정크레비즈,NAVER,lim5136666,,
928,1184,1274,바론속기사무소,NAVER,limeh06588,,
928,1184,1548,데코랜드,NAVER,limsungil196,,
928,1184,201047,압구정탑라인,NAVER,line1675,,
928,1202,938,라인스포츠,NAVER,linebelt,,
928,1184,1548,라인플러스,NAVER,linepluscosmetics:naver,,
927,1200,930,리빙잇,NAVER,livingit,,
928,1184,201027,이정아,NAVER,lja5406,,
927,1200,201038,(주)이엘,NAVER,ljm374:naver,,
928,1202,251,진영건축,NAVER,lkj2916,,
928,1202,1040,라움오토케어,NAVER,lkm09252,,
928,1202,81,을지상사,NAVER,lks2821,,
927,1200,1594,마이문구,NAVER,lmgni04,,
928,1202,25,물류청소나라,NAVER,logclean,,
927,1200,930,로하스블라인드,NAVER,lohas_blind,,
928,1202,1040,롱차이나중국어,NAVER,longchina,,
927,1200,1594,9059구경오구,NAVER,lookaround9059:naver,,
809,810,201021,루게릿,NAVER,lookatitok,,
928,935,2,우리홈쇼핑,NAVER,lotteimall,,
928,935,2,우리홈쇼핑,NAVER,lotteimall2,,
928,935,2,우리홈쇼핑,NAVER,lottesports1,,
928,1184,1274,롯데슈퍼,NAVER,lottesuper,,
928,1202,895,행운컴퍼니,NAVER,lottoone,,
928,1202,1040,라라스타일,NAVER,lovemell,,
928,1184,914,더조은날,NAVER,lowen3,,
928,1202,806,레이디스룸,NAVER,lr84,,
927,1200,33,KT소렘,NAVER,lsh1987,,
927,1200,556,라리리마켓,NAVER,lucky6639:naver,,
927,1200,1496,럭키부다,NAVER,luckybuddha:naver,,
928,1184,917,고우트로피,NAVER,lululu25,,
928,1202,938,(주)명품클리닉 투엘,NAVER,luxkeeper,,
928,1184,9,이원기전,NAVER,lwelec,,
928,1202,806,정현소프트,NAVER,macgai7,,
928,1202,806,주안몰(동양매직),NAVER,magicsg0,,
928,1202,895,화이트크린,NAVER,mahila,,
928,1184,914,메이커프렌즈,NAVER,makers79,,
926,954,200999,디지털플래닝,NAVER,malldeview,,
928,1184,201004,망고모임공간,NAVER,mangospace,,
928,1202,939,산호황칠나무농원,NAVER,manhee3004:naver,,
928,1202,895,강산,NAVER,maria870,,
928,1202,898,마켓에스,NAVER,markets7:naver,,
928,1202,938,마리아의집,NAVER,mary194,,
926,964,1616,아름다운삶,NAVER,matrixwakeup,,
927,1200,1012,우리매트,NAVER,matwoori,,
928,1202,81,마음나무심리상담센터,NAVER,maumnamu,,
928,1184,9,박언휘종합내과,NAVER,mbcdoctor,,
928,1202,1211,진짜배기순천만함초,NAVER,mbk2920,,
928,1184,1274,한국나일론,NAVER,mcnylon,,
928,1184,9,명덕건설,NAVER,mduk2635,,
928,1202,898,주식회사 엠이씨인터네셔날,NAVER,mec97:naver,,
927,1200,556,다비스,NAVER,mecks0819:naver,,
928,1202,81,메디캣,NAVER,medicats,,
928,1202,939,메디메카,NAVER,medimecca,,
927,1200,57,주식회사 대한의료기,NAVER,meditree12,,
927,1200,33,디오빈스,NAVER,medizero:naver,,
926,1207,200982,엠엔이,NAVER,meetyeo,,
928,1184,201004,다이렉트웨딩,NAVER,meharoad,,
928,1202,938,(주)모먼트디자인,NAVER,memorypop,,
928,1184,914,후한의원,NAVER,metanetmcc,,
927,1200,1594,제주양고기,NAVER,metaphor,,
928,1184,201004,시공플러스,NAVER,midamhi:naver,,
928,1184,201004,미엘르의원,NAVER,mielle3,,
928,1202,26,보샵,NAVER,mihwa9681,,
928,1202,1216,유심닥터,NAVER,mikamika11,,
928,1202,81,이엠팜,NAVER,millesia,,
928,1184,9,밀링산업,NAVER,millingind,,
928,1184,1274,마인드아크릴,NAVER,mindac,,
927,1200,1012,퍼난,NAVER,minewonta:naver,,
927,1200,33,로지니스,NAVER,minikiland:naver,,
928,1202,251,nse민간조사,NAVER,minjun2290:naver,,
928,1184,201022,(주)민트소프트앤솔루션,NAVER,mintsng2022:naver,,
928,1202,25,명진씨앤피,NAVER,miodio,,
928,1184,201004,미풀,NAVER,mipull,,
928,1202,939,미래산업,NAVER,mirae434,,
928,1202,1040,미래식품기계,NAVER,mirae73,,
928,1184,917,미르ENG,NAVER,mireng2013,,
928,1184,914,미스코스,NAVER,miskos,,
928,1202,81,미소크린업,NAVER,miso_cu,,
927,1200,33,디오빈스,NAVER,misunglove2,,
927,1200,1012,(주)티앤아이,NAVER,miznel2008,,
928,1202,81,제이엔에스엔터테인먼트,NAVER,mj950627:naver,,
928,1184,1548,아이비퓨전댄스,NAVER,mjbelly,,
927,1200,1012,엠코리아(헤이가),NAVER,mkoreamall:naver,,
928,1202,251,주식회사엠멤버쉽,NAVER,mmembersweep,,
928,1202,898,모비두,NAVER,mobidoo,,
928,1202,898,모바일투어,NAVER,mobiletour,,
928,1202,898,엠플러스,NAVER,mobyscomfort,,
928,1202,933,모컨스,NAVER,mocons,,
928,1184,1274,방향제,NAVER,mode17,,
928,1184,1548,네이버하비코리아,NAVER,modelsale,,
928,1202,938,모던마크라메,NAVER,modernmacrame:naver,,
928,1184,917,모앤스컨설팅,NAVER,moens2018,,
928,1202,933,목수코리아(인력),NAVER,moksoo1,,
928,1202,939,마음자리,NAVER,momjari1_,,
927,1200,33,레드온탑,NAVER,moms-cookingbox:naver,,
928,1184,1274,몬드리안호텔,NAVER,mondrianseoulitaewon:naver,,
926,1207,201011,모니터리,NAVER,monitorlee,,
928,1184,1274,한톨,NAVER,moonsr68,,
928,1202,895,(주)모스타,NAVER,mostar,,
928,1202,895,(주)모스타,NAVER,mostar1212,,
928,1202,939,엠피솔루션주식회사,NAVER,mps4981:naver,,
927,1200,57,자미와,NAVER,mr3jjang,,
928,1184,201027,미령환경개발,NAVER,mred6462,,
927,1200,1594,미래조명,NAVER,mrlighting1,,
1204,1205,201073,(주)미스터멘션,NAVER,mrmention,,
928,1184,914,대영인력,NAVER,msdr66,,
928,1202,933,왕산예림펜션,NAVER,msh0819,,
928,1202,939,레이디유로비뇨기과의원,NAVER,msy,,
927,1200,57,오투메디케어,NAVER,msy041555,,
928,1202,26,마린테라피,NAVER,mtherapy7,,
928,1202,898,엠트레이더스,NAVER,mtraders,,
927,1200,1594,먹보야,NAVER,mugboya16:naver,,
928,1202,25,디마트(신비아이),NAVER,muka0000,,
928,1184,1274,문건축사사무소,NAVER,munarchi124,,
928,1202,1211,승앤장,NAVER,munseo,,
928,1184,201004,제일나염,NAVER,mutu,,
928,1184,914,엠와이컴퍼니,NAVER,mycompany9818:naver,,
928,1202,652,내사랑꾸나,NAVER,mygguna,,
927,1200,930,마이하임,NAVER,myheim1203,,
928,1184,1274,유레일트래블,NAVER,myoll,,
928,1202,806,제주 원두막,NAVER,mypartyboy00:naver,,
928,1184,1274,명인설비,NAVER,myungin0404,,
928,1202,26,투앤원결혼정보회사,NAVER,myuzkorea,,
927,1200,33,나우기획,NAVER,n4244,,
928,1202,251,나비나무,NAVER,nabinamucat,,
928,1202,898,오가닉트리,NAVER,namuhncare:naver,,
928,1184,1548,지리산인월택시,NAVER,namwon_taxi,,
928,1202,938,지엠큐비클,NAVER,nanocu,,
928,1202,26,나누미펜션,NAVER,nanumi9996,,
928,1184,1274,주식회사 나라코퍼레이션,NAVER,nara11,,
927,1200,556,네이처코퍼,NAVER,naturecopper:naver,,
928,1184,917,더네이처산부인과의원,NAVER,natureobgy,,
928,1202,51,나우리 법률사무소,NAVER,nauryart,,
928,1202,51,나우리 법률사무소,NAVER,naurylaw1004,,
927,1200,201038,유써블(youthable),NAVER,nayaajo:naver,,
928,1202,806,더스트헌터,NAVER,ncr0331,,
928,1202,939,아동권리보장원,NAVER,ncrc2021,,
928,1184,1548,온누리화물운송,NAVER,ncy60,,
928,1202,51,에듀인쇄기획,NAVER,ndyes,,
928,1202,938,네오블라인드,NAVER,neoblind,,
928,1202,26,네오포커스,NAVER,neofocus14,,
928,1202,1216,대성상사,NAVER,new300wins,,
928,1202,25,뉴젠사우나,NAVER,newgensauna,,
928,1202,81,후이커뮤니케이션,NAVER,newk2s,,
927,1200,1271,넥스니즈,NAVER,nexniz1:naver,,
809,810,201021,주식회사넥소,NAVER,nexsoshop,,
928,1184,201027,임실치즈농협,NAVER,nh178961,,
928,1202,895,다원뷰티아카데미,NAVER,nhj981124:naver,,
928,1202,939,능인향당,NAVER,nihwa,,
928,1202,26,비니슈,NAVER,nina1207,,
928,1202,806,프리미엄나인,NAVER,nix0728:naver,,
926,1207,200982,NNC디자인,NAVER,nncdesign,,
927,1200,551,주식회사엔글로벌,NAVER,no-day:naver,,
927,1200,1271,허니스트,NAVER,nobleskin1,,
928,1184,914,NOCHE,NAVER,nochearchive:naver,,
928,1202,26,누리몰,NAVER,noori2502,,
928,1184,1548,노른자컴패니(황실),NAVER,nornza1212,,
928,1202,1216,노타,NAVER,notaoffizial,,
927,1200,566,아주정보,NAVER,note4you,,
928,1202,939,라이트하우스,NAVER,notehouse,,
927,1200,817,비데피아,NAVER,novita016,,
927,1200,817,(주)비데피아,NAVER,novitamall,,
928,1202,938,백운유통,NAVER,nplus_dolls,,
928,1202,1040,남송이스피치면접학원,NAVER,nsispeech:naver,,
928,1202,938,삼성파출부,NAVER,nsjun2000,,
928,1184,1274,오빨리하나,NAVER,nsy1004,,
928,1184,914,사계절수제 현미누룽지,NAVER,nu2216:naver,,
928,1184,9,늘푸른산부인과,NAVER,nulpr,,
928,1202,51,포대아스콘의 메카 낙원아스콘,NAVER,nw8272,,
928,1202,81,남양타일,NAVER,nyblock,,
928,1202,895,뉴욕스토리,NAVER,nystory28,,
928,1184,1548,가야전기조명,NAVER,o112152606,,
928,1202,1211,다미횟집,NAVER,oa990003,,
928,1202,933,태양마린,NAVER,obc3331,,
928,1184,201004,21line,NAVER,obid,,
928,1202,895,(주)오카메이코리아,NAVER,obiwood,,
928,966,1659,OCO,NAVER,ocokorea,,
927,1200,551,플러스생활,NAVER,octcys,,
928,1202,938,디젠트,NAVER,oddys79,,
928,1202,81,(주)오디피,NAVER,odp11518,,
928,1202,81,(주)오디피,NAVER,odp4955,,
927,1200,1496,오피스앤홈,NAVER,officehome,,
928,1202,81,오피스피아,NAVER,officepia,,
928,1184,914,후한의원,NAVER,ohdong73,,
928,1202,933,크린토피아 문정 엠스테이트점,NAVER,ohyes600,,
928,1202,1211,토바펜션,NAVER,ojinger77,,
928,1184,201027,경동오토,NAVER,ojm7002,,
927,1200,817,오주,NAVER,ojuoju,,
809,810,201021,아썸상사,NAVER,ojw3229:naver,,
928,1202,895,폐기물오케이,NAVER,okcompany01,,
926,1207,200982,오케이진열장,NAVER,okshowcase,,
928,1202,50,올림피아코리아주식회사,NAVER,olympiausa,,
926,1207,200982,오만물,NAVER,omanmul,,
927,1200,33,다이아에그,NAVER,omg_diaegg:naver,,
928,1202,1216,온유어짐,NAVER,ongym1115:naver,,
928,1202,939,ELECSKOREA 일렉스코리아,NAVER,only069191,,
928,1202,26,가르미,NAVER,ono88p:naver,,
928,1202,806,금양산업,NAVER,onplus_kyang,,
928,1202,652,먹보소고기국밥,NAVER,oooym:naver,,
928,1184,1548,금IT전당포대부,NAVER,oopp4567,,
928,1202,652,루노,NAVER,opara,,
926,1207,200982,셀러메이커,NAVER,openminding,,
928,1184,917,오라클피부임상시험센터,NAVER,oracle-center:naver,,
928,1184,917,오라클기획,NAVER,oracle3516,,
928,1184,917,오라클랜드(주),NAVER,oracleclinic,,
928,1184,917,오라클피부과의원,NAVER,oracleland,,
809,810,201032,JST솔루션,NAVER,orange1066,,
928,1202,939,서울예쁜이치과,NAVER,orthohan,,
928,1202,652,하늘숲 펜션,NAVER,oso582,,
928,1202,895,시온시큐리티,NAVER,osskoreaing,,
928,1202,933,오성보틀링,NAVER,osung,,
928,1202,26,동성아이앤씨,NAVER,otoo,,
928,1202,25,한국알파항공,NAVER,ourdiffuser,,
927,1200,817,(주)산내들농원,NAVER,page45:naver,,
927,1200,1012,(주)와이컬렉션,NAVER,palap,,
928,1184,917,청목단식원,NAVER,panky51,,
927,1200,201038,종이장터,NAVER,papersupply,,
927,1200,551,쌈지네,NAVER,paran1237:naver,,
928,1202,806,프라제르,NAVER,parkch_no22:naver,,
927,1200,930,블라인드나라,NAVER,parkeun1004,,
928,1202,939,(주)휴먼비투비/휴먼이엔씨,NAVER,partner21,,
928,935,2,주식회사 아이비엘,NAVER,partysale,,
809,810,1349,주식회사 아이비엘,NAVER,partysale0,,
927,1200,566,윤상철그리포란,NAVER,pbunyun:naver,,
809,810,1349,조엔,NAVER,peepershop,,
928,1202,933,펄슨텔,NAVER,persontel,,
928,1184,1548,페타미디어,NAVER,petamall:naver,,
928,1184,917,왈펫,NAVER,petpublic1,,
928,1202,251,피지텍코리아,NAVER,pgtk22,,
928,1202,898,주식회사잡스,NAVER,pharmcle,,
928,1202,895,필상생명과학(주),NAVER,philsanglifescience:naver,,
927,1200,1012,포이베,NAVER,phoebe5665,,
928,1184,1274,피닉스테크닉스,NAVER,phoenixkb,,
928,960,1632,엠에이치텔레콤,NAVER,phone2yo_1,,
928,1202,25,프레버,NAVER,photong21,,
927,1200,33,대진상사,NAVER,phy0929a,,
928,1202,1040,프라코인터내셔날,NAVER,pi2010,,
927,1200,33,대한특수경호대,NAVER,pia707,,
928,1184,914,핀팩토리,NAVER,pinfactory,,
928,1202,806,디돌,NAVER,pip2015,,
928,1202,51,동인철학원,NAVER,pjc8357,,
927,1200,817,다옴,NAVER,playmom,,
928,1202,898,(주)정한,NAVER,pmjh57,,
928,1202,939,우진피엔비,NAVER,pnbbook,,
928,1202,25,태성종합철거,NAVER,po12zx23,,
927,1200,551,J트레이드샵,NAVER,poikl816,,
928,1184,1274,삼호방재,NAVER,poong7000,,
928,1202,251,보따리,NAVER,popo151151:naver,,
928,1202,50,뽀르띠,NAVER,porti0701,,
928,1202,50,뽀르띠,NAVER,porti0702,,
928,1202,50,뽀르띠,NAVER,portibujeok,,
928,1202,50,뽀르띠,NAVER,portigold,,
928,1202,50,뽀르띠,NAVER,portisilver,,
926,964,200998,포스온,NAVER,poson_mall,,
928,1184,9,세계전자,NAVER,powercord,,
926,964,200998,비움,NAVER,ppuri,,
926,964,1616,튼튼영어 서초지점,NAVER,pss5021,,
928,1184,914,속초라마다호텔,NAVER,pswkiller,,
928,1202,1216,브라보퍼블릭스크린골프,NAVER,publicgolf,,
928,935,2,풀무원,NAVER,pulmuone02,,
928,1184,1274,삼촌네펜션,NAVER,pumpkyung,,
928,1184,917,푸르메재단,NAVER,purme,,
928,1184,1274,한덕공인중개사,NAVER,pwj238,,
928,1184,9,풍원산업기계,NAVER,pwon11,,
928,1184,917,해피애견타운,NAVER,pyk770124:naver,,
928,1202,25,CHP Trading,NAVER,pyris,,
927,1200,201038,레인보우코리아,NAVER,pysbmk1:naver,,
928,1202,26,올리브 반찬배달,NAVER,qawe3320,,
928,1202,50,세렝게티,NAVER,qkrtnswk2990,,
927,1200,817,시즌포몰,NAVER,qlskdlek1,,
928,1202,933,부산지방화물,NAVER,qntkswlqkdgh,,
926,964,1616,금빛강화도어,NAVER,qownrud02,,
928,1202,806,리더스도매,NAVER,qq3434qq,,
928,1202,251,퀸텀테크,NAVER,quantumtech-korea:naver,,
928,1202,806,법인보험대리점,NAVER,quo318,,
928,1202,81,마이쿠츠,NAVER,ragiimma,,
928,1184,914,후한의원,NAVER,raille,,
926,1207,201037,주식회사 레인보우로보틱스,NAVER,rainbowtec11:naver,,
927,1200,930,타일론코리아,NAVER,rainman117:naver,,
928,1202,939,현대세이프티,NAVER,ran7714,,
926,964,200998,블루베리 아웃핏,NAVER,raya1400,,
927,1200,817,장화도매,NAVER,rboots,,
928,1202,806,벤자민아카데미아,NAVER,rbpr7788,,
926,1207,200982,(주)투어마케팅코리아,NAVER,rccl,,
928,1202,26,리얼스튜디오,NAVER,realstudio14,,
928,1202,1211,신가람공인중개사사무소,NAVER,realtorsgr,,
928,1202,1211,신가람공인중개사사무소,NAVER,realtorsjh,,
928,1202,929,법무법인 해송,NAVER,realty1,,
926,1207,200982,유로바스디자인,NAVER,redfox2585:naver,,
928,1202,51,고운머리,NAVER,remyshop,,
928,1202,938,이오름닷컴,NAVER,rendesk1020,,
928,1202,652,팩토리아울렛,NAVER,renoma2716,,
928,1202,26,이삭렌터카,NAVER,rent23,,
928,1184,201027,스마트오토카,NAVER,rentcar7253:naver,,
928,1202,51,한국법무평생교육원,NAVER,revyys,,
928,1202,806,쇠소깍카약,NAVER,rhwhdfla1619:naver,,
928,1202,26,경인운수,NAVER,riddlsdnstn,,
928,1202,81,린나이 인천영업소,NAVER,rinnai7000,,
928,1184,917,엑스워,NAVER,ris6644,,
928,1184,1274,솔밭골펜션 최은영,NAVER,rkdkfl463,,
928,1202,939,뱀사골토종꿀,NAVER,rkwk59,,
928,1184,1274,가자실내낚시터,NAVER,rkwktngh123,,
809,810,201021,청은종이컵,NAVER,rla3830:naver,,
928,1184,9,케이앤피,NAVER,rlaehddls,,
927,1200,930,빨강전자,NAVER,rlaghtjd777:naver,,
928,1184,1548,대림열산업,NAVER,rlagodnr,,
928,1202,898,리베르떼,NAVER,rlatnscns,,
928,1202,26,청년도시가스,NAVER,rlawnals5481,,
928,1184,914,새한컨테이너,NAVER,rmafmd101,,
926,1207,1328,알엔케어,NAVER,rngj07,,
928,1202,895,신우환경엔지니어링(주),NAVER,rnrudghks,,
926,1207,200982,(주)로보티즈,NAVER,robotispr,,
928,1202,929,락포트코리아,NAVER,rockportecom:naver,,
927,1200,1530,로호,NAVER,roho0012:naver,,
928,1184,201027,로이디자인,NAVER,roidesign,,
926,1207,200982,대양롤랜트,NAVER,rollent,,
928,1202,1040,펜다,NAVER,rope1900,,
928,1202,933,비아베뉴헤어살롱,NAVER,rose2213:naver,,
928,1202,806,아이티샵,NAVER,rrladnjsgh,,
928,1202,939,덕산종합관리,NAVER,rsm0625:naver,,
928,1202,939,덕산종합관리,NAVER,rsm08416,,
928,1202,806,루아흐,NAVER,ruachcw,,
927,1200,556,팜투테이블24,NAVER,ruby9051,,
928,1202,938,와이엠몰,NAVER,runnershigh,,
926,964,200998,예주건축디자인,NAVER,rys4004,,
927,1200,551,꼬마풍뎅이,NAVER,s28302,,
928,1184,914,블랙홀댄스스포츠학원,NAVER,sabusong,,
928,1202,251,오행생식,NAVER,sada73,,
928,1184,201027,윤성사,NAVER,sadak5,,
926,1207,200982,아이티스타일,NAVER,sadmyth7:naver,,
928,1202,898,세광트레이딩,NAVER,saekwang,,
928,1184,1548,세이프모터스,NAVER,safemotors,,
928,935,2,주식회사 쎄이프리,NAVER,safere,,
926,1207,201037,스태프사계 시스템,NAVER,sagyezzang,,
928,1202,1211,사조씨푸드,NAVER,sajoseafood2020:naver,,
928,1184,914,무지개너머,NAVER,saki3003,,
928,1202,25,샐러디,NAVER,saladykorea,,
927,1200,817,살래미디어마켓,NAVER,salaemarket,,
927,1200,57,살코치,NAVER,salcoach,,
928,1202,1040,6형제소금밭장터,NAVER,saltmall,,
928,1202,50,에너지삼천,NAVER,sam00925,,
927,1200,817,제주삼다수,NAVER,samdasu,,
928,1184,9,삼호에스엔씨,NAVER,samhopr,,
928,1184,9,삼화산업,NAVER,samhwa12,,
928,1202,25,삼익인테리어,NAVER,samik,,
926,1207,200980,명학역전당포,NAVER,saminsan11,,
928,1202,938,삼경도어,NAVER,samkyungpol,,
928,1184,201027,삼원기획,NAVER,samonpr,,
928,1184,201004,우리들크린,NAVER,sanakclub,,
928,1202,251,상아시스템,NAVER,sangasystem,,
928,1184,9,스노우파크,NAVER,sangwon11,,
928,1202,81,산수갑산펜션,NAVER,sansukapsan,,
928,1202,51,사포킹,NAVER,sapoking,,
927,1200,930,위즈플랫,NAVER,sarotech1,,
926,1207,200982,사세 서울지점,NAVER,sasetrd:naver,,
928,1202,26,서빈농원,NAVER,sb0907,,
928,1202,25,에스비컨버전스,NAVER,sbcarstory,,
927,1200,1271,소백스토어 주식회사,NAVER,sbhongsam:naver,,
928,1202,929,쇼핑백나라,NAVER,sblee6606,,
928,1202,895,나누리자원,NAVER,sbt0948jtt,,
928,1184,1274,순천시문화도시,NAVER,sc_culture,,
926,964,1616,와이덱스 보청기,NAVER,schearing,,
928,1202,933,엠피온,NAVER,scommtech,,
928,1202,25,휴이온,NAVER,sdfgarmin,,
927,1200,551,산들약초,NAVER,sdhanyak:naver,,
928,1202,895,토탈건축설비,NAVER,sdj_2010,,
928,1184,1274,크로스몰,NAVER,sdtelec,,
928,1184,201027,상동연세요양원,NAVER,sdys0105,,
928,1184,1548,세종데이터복구 새롬아이티,NAVER,sea3435,,
928,1202,939,하나씰텍,NAVER,sealer77,,
928,1202,898,모아앤샵,NAVER,sealikelove,,
928,1202,1040,해맑은푸드,NAVER,seapure,,
928,1184,1274,햇빛어르신주간보호센터,NAVER,sedcc:naver,,
928,1202,806,파티포유,NAVER,seesee02,,
928,1184,914,세진금속,NAVER,sejinlift123,,
928,1202,938,세종비닐포장,NAVER,sejongvinyl,,
928,1202,51,광주셀프스튜디오291,NAVER,self291,,
927,1200,566,숲밑에 농원,NAVER,sengju1937,,
927,1200,566,전국화물공영,NAVER,seobw77:naver,,
928,1202,81,(주)서도금속,NAVER,seod,,
928,1202,51,brm연구소,NAVER,seodukq,,
928,1184,9,서해자동차,NAVER,seohaecar,,
928,1202,939,석계악기수리점(피아노4989),NAVER,seokgye56,,
928,1202,939,석예,NAVER,seokye01,,
928,1184,201022,골든비치리조트,NAVER,seolhaeone2:naver,,
928,1202,938,태우인테리어,NAVER,seonghwan87,,
928,1184,1274,서울카페레스토랑,NAVER,seoulcafe,,
928,1202,898,조이펀,NAVER,seoultrust,,
928,1184,9,분쇄장비,NAVER,seracomtec,,
928,1202,938,세텍스,NAVER,setx,,
928,1202,938,캐인파인고시원,NAVER,seungpyowon,,
928,1202,1216,세븐포인트원,NAVER,sevenptone,,
928,1202,251,헬퍼119,NAVER,sexyboy1108:naver,,
928,1202,201009,섹시우,NAVER,sexywoo,,
928,1202,25,서강건업,NAVER,sg123,,
927,1200,1012,세기상사,NAVER,sg1285,,
928,935,2,에스지오,NAVER,sgoceo,,
928,1202,939,신한,NAVER,sh2658843,,
928,1202,898,인터파크홈스토리산후마포지사,NAVER,sh6130,,
928,1202,806,청산수목원,NAVER,shc2288:naver,,
928,1202,81,삼화금형,NAVER,shc9023,,
927,1200,1271,시트닷컴,NAVER,sheetcom,,
927,1200,1271,시트연구소,NAVER,sheetlab,,
928,1202,938,쉬즈힐,NAVER,sheheel,,
926,1207,1328,오이시이일본어학원,NAVER,shguddn74,,
928,1202,1211,다후,NAVER,shhong03,,
928,1202,895,신한웨딩홀부페,NAVER,shinhan17,,
928,1202,652,(주)위위트,NAVER,shinjun2001,,
928,935,2,몰리스펫샵,NAVER,shinsegae7,,
1204,1205,201073,주식회사 더샤이니,NAVER,shinytravels,,
928,1184,9,신호주회무세계사,NAVER,shjtax,,
928,1184,9,삼흥,NAVER,shmesh,,
928,1202,1216,슈즈드블랑,NAVER,shoesdeblanc,,
927,1200,930,쇼마젠시,NAVER,shomagen:naver,,
928,1184,9,신일브러쉬,NAVER,sibrush,,
928,1202,933,신유로전기공사,NAVER,sihwaper,,
928,1184,9,(주)케이에스아이,NAVER,silwh,,
928,1202,939,나누리행정사무소,NAVER,simpan911,,
928,1202,806,문화사무기_신도,NAVER,sin6828,,
928,1202,81,(주)하나이엔씨,NAVER,sin830,,
928,1202,806,신도리코아산,NAVER,sindoh7141,,
928,1202,939,(주)신익,NAVER,sinix,,
928,1184,9,신진정밀,NAVER,sinj234,,
926,1207,200982,함박웃음치과,NAVER,sinsky1321,,
928,1202,50,신조,NAVER,sinzo,,
928,1202,251,주식회사 시온,NAVER,sionhome4834,,
928,1202,51,마스터프렙,NAVER,sir0824,,
926,1207,1328,시리행정사사무소,NAVER,siriyajang,,
928,1202,1040,의정부시사어학원,NAVER,sisa_ejb,,
927,1200,566,유인필라테스스튜디오,NAVER,sj0271,,
928,1184,9,선진엔지니어링,NAVER,sj3060,,
928,1202,25,세종다발관,NAVER,sjc0570,,
928,1184,9,세종산업안전공사,NAVER,sjsafety,,
928,1184,1548,(주)셀파코리아,NAVER,sjselpa,,
928,1202,938,신세계방수,NAVER,sjsgus92,,
928,1202,201009,AI산재,NAVER,sjsj5785,,
926,1207,201071,세진티타늄,NAVER,sjtit,,
928,1202,939,한국수축wr3943/쉬링크sk3943,NAVER,sk3943,,
927,1200,556,(주)서경닷컴,NAVER,skdc007,,
928,1202,51,나연메디칼,NAVER,skdusdkqk,,
928,1184,1548,스킨렉스코리아,NAVER,skinrexkorea_e:naver,,
928,1202,50,성균관대학교,NAVER,skkuadmin,,
928,1202,806,윈드1947,NAVER,sklec:naver,,
928,1202,933,VIP대리운전,NAVER,skqmsuwk:naver,,
928,1202,939,대신전기조명,NAVER,sks674377,,
928,1184,1548,하늘보라,NAVER,sky3667,,
928,1184,1274,부산원룸이사몰,NAVER,sky74819,,
927,1200,551,SKYFESTIVAL,NAVER,skyfes1,,
927,1200,551,주식회사 지담,NAVER,skyfestival,,
928,1202,939,스카이비바,NAVER,skyviva,,
928,1184,917,서울수면센터,NAVER,sleepcenter,,
926,1207,200982,(주)에스엠천사,NAVER,sm1004,,
928,1184,917,카메이크업,NAVER,sm3379,,
927,1200,560,(주)스마트캐스트,NAVER,smartkds79,,
928,1184,1274,에이치앤에스,NAVER,smartx,,
927,1200,1271,숭문서점,NAVER,smbook,,
927,1200,1271,숭문문고,NAVER,smbook92:naver,,
928,1184,9,스마일피부비뇨기과,NAVER,smile77,,
928,1202,201009,노무법인소망,NAVER,smsanjae:naver,,
926,1207,200982,스웨이하우스,NAVER,smsh111,,
928,1202,26,SM철강(에스엠스틸),NAVER,smsteel,,
928,1202,26,새마을칼라강판,NAVER,smu0945,,
928,1184,1274,루시드,NAVER,snapj,,
928,1202,938,소담욕실,NAVER,sodambath,,
926,1207,200982,조현난청연구소 벨톤보청기,NAVER,sodamha,,
926,1207,200982,소프트자이온,NAVER,softzion,,
927,1200,551,주식회사 태양무역,NAVER,solarsun7,,
928,1202,201009,노무법인소망,NAVER,somang5785,,
928,1184,1548,남한강매운탕,NAVER,sonamu117,,
927,1200,33,수창,NAVER,sonchen,,
928,1202,939,제니마켓,NAVER,song767,,
927,1200,57,파스퇴르 과천안양대리점,NAVER,songpastel,,
927,1200,201038,다와 you,NAVER,sonhm0117:naver,,
928,1202,938,선주냉동공업,NAVER,sonjuice,,
928,1184,9,서울수치과,NAVER,soodtal,,
928,1184,1274,다솔하우스,NAVER,sook1102,,
927,1200,33,클래식(소품클래식),NAVER,sopumclassic,,
928,1202,806,한울이엔씨,NAVER,sos1326,,
928,1202,26,정리엔,NAVER,sp159:naver,,
928,1184,1548,공간산업,NAVER,spc3114,,
928,1202,1211,스피드속기사무소,NAVER,speedsokgi,,
926,964,200998,티스퀘어,NAVER,spk0725,,
928,1184,914,(주)오리지날스푼,NAVER,spoon100,,
928,1184,9,상록토탈,NAVER,srtt,,
928,1202,929,(주)명보에스티,NAVER,ss13711,,
926,1207,200982,곰팡이헌터,NAVER,sseo9363,,
928,1202,251,(주)삼정이엔씨,NAVER,sskim1,,
809,810,1349,(주)순수코리아,NAVER,sskorea010,,
809,810,1349,(주)순수코리아,NAVER,sskorea772,,
928,1202,51,토박이부동산,NAVER,sss3909,,
928,1202,51,블링스냅,NAVER,ssss1962,,
